1790154089,17312,72975
1790154094,17434,73097
1790154099,17500,73163
1790154104,17520,73183
1790154109,17622,73285
1790154114,17624,73287
1790154119,17758,73421
1790154124,17838,73501
1790154129,17918,73581
1790154134,18058,73721
1790154139,18058,73721
1790154144,18058,73721
1790154149,18178,73841
1790154154,18238,73901
1790154159,18238,73901
1790154164,18278,73941
1790154169,18638,74301
1790154174,18638,74301
1790154179,18638,74301
1790154184,18838,74501
1790154189,18838,74501
1790154195,18838,74501
1790154200,18958,74621
1790154205,19038,74701
1790154210,19038,74701
1790154215,19198,74861
1790154220,19378,75041
1790154225,19378,75041
1790154230,19458,75121
1790154235,19458,75121
1790154240,19598,75261
1790154245,19598,75261
1790154250,19598,75261
1790154255,19618,75281
1790154260,19658,75321
1790154265,19698,75361
1790154270,19918,75721
1790154275,20078,75741
1790154280,20078,75741
1790154285,20078,75741
1790154290,20318,75981
1790154295,20318,75981
1790154301,20318,75981
1790154306,20578,76241
1790154311,20578,76241
1790154316,20578,76241
1790154321,20758,76421
1790154326,20758,76421
1790154331,20758,76421
1790154336,20758,76421
1790154341,20978,76641
1790154346,20978,76641
1790154351,20978,76641
1790154356,20978,76641
1790154361,21218,76881
1790154366,21218,76881
1790154371,21218,76881
1790154376,21218,76881
1790154381,21218,76881
1790154386,21218,76881
1790154391,21218,76881
1790154396,21718,77381
1790154401,21718,77381
1790154407,21878,77541
1790154412,21878,77541
1790154417,21978,77641
1790154422,21978,77641
1790154427,21978,77641
1790154432,21978,77641
1790154437,21978,77641
1790154442,21978,77641
1790154447,21978,77641
1790154452,21978,77701
1790154457,22038,77701
1790154462,22038,77701
1790154467,22038,77701
1790154472,22578,78241
1790154477,22578,78241
1790154482,23018,78681
1790154487,23078,78741
1790154492,23078,78741
1790154497,23078,78741
1790154502,23078,78741
1790154508,23118,78781
1790154513,23118,78781
1790154518,23118,78781
1790154523,23118,78781
1790154528,23118,78781
1790154533,23118,78781
1790154538,23118,78781
1790154543,23118,78781
1790154548,23118,78781
1790154553,23118,78781
1790154558,23418,79081
1790154563,23418,79081
1790154568,23418,79081
1790154573,23418,79081
1790154578,24338,80001
1790154583,24338,80001
1790154588,24338,80001
1790154593,24338,80001
1790154598,24338,80001
1790154603,24338,80001
1790154608,24338,80001
1790154614,24338,80001
1790154619,24338,80001
1790154624,24338,80001
1790154629,24338,80001
1790154634,24938,80601
1790154639,24938,80601
1790154644,24938,80601
1790154649,25118,80781
1790154654,25118,80781
1790154659,25118,80781
1790154664,25118,80781
1790154669,25118,80781
1790154674,25118,80781
1790154679,25118,80781
1790154684,25118,80781
1790154689,25118,80781
1790154694,25118,80781
